ID,Classe,0045ba9867dabb4d4f0d5d8911480147,0079a42233893e477d75a87baa9693d8,015f1ec6dfc121e1a900b34ef57457da,016229592b3213c320f484cb259260d8,0218b782a197af42ecfba8b17149c4e8,027813019897cc6334ded1131eb91a60,02991347e5b34ec58e129c28f4bfdd96,02ed196d45808c039b0d4a06d99c9df9,05754abc58ca10452ebfc48a7bf15ac8,061c3a9de3ff152220d022a6f744827a,08208079dff8dbbee4a10904c390cab6,08894f466c1bed6d7649bb8e50e1e819,10276ad920c1b487ea925964a0fe7f07,12c414e82297f70b8b7af012e4c6f85f,14f6b085a55546ec0b3c77d6f51f8a3d,1535935d40ba3a3e7111386b0719b748,156c87bc0776aa97c9634b043a25db1e,15909c90d720b228282e5907d04af156,15934dbacef75abf34b261a4f799d93d,16976d33e70228d7b2403e2a700d00e3,16d7b34a8c6b9c70772a3aa7da394141,17d55862b9a7d403bf6f43054385ccb2,18d4c88d9f45f7e77bb185cf5b7ffadb,1aabb3febae56b4e802a9fb39e34db03,1ab1bc3f89291ef7d84b1b6ac11dec10,1b30584fdd3469ee46d6a1f1cbd3457f,1b55f17448107c1dce6fd5c245428c98,1beaf5460d263aa0e4b2e34bbc38a074,1c42fa7662e060dd8ae4a3c0e4ffb5be,1c68eb0b69f4cfdf410ce5f85a36bb82,1c7c74bd04aacf151ca72fbb0b7d371d,1c896a379ca3a788ccce99ad06b50135,1d275f5b779fa038969bfd0c4ba1f6f5,1dec9ef04041ecf06d19d107bfb99b71,1ec0d853f3bdc344e235f8fdd88fa43b,1ed68752d4a2164007199e83fa85846b,1faa03d2ccb95e5872b882af0e49b1b5,1fe392436eabce6c9e835c0a63e60674,1ffd679477bc7d2f7589b0c9eb2eb700,222a6ddbfd866020ce4d104a277883a8,22b1fa4faea8ec618ac603f995a822ea,22ce60caf3216bffdb5c6c1e88e768f1,22d0df8271bea772035a91f80b0d512b,2384304cc8f2010ad3e88c2c621b742a,26e62ba0e686dc9b90f6433bf6e99b0d,27724bd6275ac55af48c66f206208792,27d1fe58131998d0b925baa380bb13da,28cb60cd7193706ea8d734aed916031a,297e117e6d0c06c60c04212418254147,2a224dd80bae659bbd162884c5e54162,2ad04f26ecff1e668f860ab702c823a5,2b7428c6d655a2c6f8b814ccd9284797,2bd2a90b4a3afdf3a41895c765420b81,2cad6446d9824d4c61e020152e1fefba,2d89cca6b1d4d4a6a573ea455c742821,2de453061b2e1c9cd5f5881a271bfd4b,2f8af4b007d11a0ac505cfcceb8a747a,2fa67daed9f95f87a25b9b7b29f0c5ea,30e329fc7f74431edba5eb24d3b88970,321b9df99e75375b7cc76712da109fb0,32ff2a578948a21f38c49f09079cdad8,333523f37c812e7bafe0780f66d68668,3355e792f6d683e3b106ff2631240e3b,347cc066186a8912fd5c03dde9422a7f,354f515208564f0f4fb4de43bb03d16f,3763650176b5a187214cbba36723d2d8,377a8e31decc0c6e5b95329184ebff7a,38f49b78bf049350bd98dfb838788c3e,3a190ab66141323e30bdf70c7dfaae17,3a209b361ceb2bb85a392a57f0fea35c,3acfb34a50dc573eb2f7b86feed6f1dc,3b18f12ba8f2aa9625e3c7875c2ac1a1,3b1bc2a7e766ceed5eea6ede7c103fd6,3b24f9d08538b97ac608d6fb77616f1b,3be6b30ecbd0b689143dea639aae2964,3d4996cb8f7d2e41b385ddb45d907123,3d925851443aacc0bd3df74e09b9275f,3eb381c10a505a7d206788b29a728611,3f111c299792654fc9fb105ef3d02b61,3f9b23edcbbcb585a0112d5a716e03ca,4028296cab15ce25e9f1c24ce451e26d,40495ccbd260984f09d542b5cf738321,405f5663b21e0ff95ff736cf30a2572b,40b0c6e30d6d5f89724601a893c2ecfc,41136bb9ab9dd549f861d61c133db652,41e4a5ead84982f00142c774eed2647b,4335eb38c0b15bf9019213b5639221fc,4693392499a81ba8155397631cf2a50c,4693d2ce964dfe2effd506202ae5d0df,46e2e4ffe51427011d1bec194a9516fa,47fa39c9265619c540f5b6380e571e2e,485a0a5bb1e43b5dfb86636a255cecc0,48797d632c6748e3a5b6bd342ff619a4,487c5fb487c11760d3c2aae606beff9b,48ec65e72fe9cd6cdd4546312cf75f38,49aaaa4735ef7aebb585ab543832f42a,4a50d0fd106236fb8d7975bf08d7e212,4a62fc59ff474c8ec1dc02bdb856e008,4cf886098190fb109207546ab750a2ce,4eebe72418801545412d52e696c63936,4f89cff8a6b15cfdb0b562d7d2149c82,5090bad9421820eb8d5f1afbc8580f4b,534cef7e07556fe514d41ccc06d96554,53a33bf5029bae50d784eeee93e1033a,53cf4c8bbfb2efb202cbbb5766c47d39,53e3f061b8347d362cc1a5f04a9cc14c,550d7eb7f816e4e3e8f5b7ac9883d6fc,556bbb96232410f62304500aefc1ea0d,55733d30fe55b4274793b65d5aa54952,5648c07fce399be8c7c9f9e33f800135,56bc60864306af9ac2e6a8cb780b848c,57b51409b6fae7a8bfb71e7205bbc620,580acbde37f217756367680d289ef0f4,5bdcbd38ad18dc20220070d561c60f8f,5d95f6808b54d039f6a50844fc5be906,5df71beddfff5bfab5b1010813d1303c,5e17523a2abb285e2582a8e20421eaf5,6060a7be7ebef93abc5eb8c1bb8ca5ed,60f57b1d3cef659a7c89ee5be595b05e,60f5a47712624180cdb3f97a7e965470,61f67055ae714e84187b5a67aaf70aa9,626498ff1b5ac6563dc6b73ae5385328,6315201b282099e5b607f3d0c44c03c7,6354b24d0001ad57a54445fcf08ab277,639493c535855f5bf98016c46c5a0374,63dd7e6bbf7eeb7539c4c30ec97902bf,670f97a3c2fd7f389234b9c706cb8100,675a1e9ee0bd9112f7c6c243cf1a24b8,68069811f16a0851e9fad3c34c64df2a,6a4b625d33690562aaa900863b4028cc,6db1cfc0cb5a20de999e72e5650067de,6e00daa9dab782a2132b3aa0d160f78b,6ebe927a4b9b46a704df5659e2a5340f,6ec4c1255e588ff99f09758797aaca44,6f0692b71ec419097799c2e2d38242b0,6f105a965421b665b916ff7b9e2b4f8e,7080b79c8d418f8aabf7ebdd1486c74b,71081eb003aaf6f70f545671cec18561,719409b1a7f5fb55bc1a96cf7a7d9430,71fa9d703cae01119ec5b835b209b047,7265b519a0a881f24470e052c09d4e1f,726b86628c51db75a3af3de0ded3eab1,738762ecbb2fd7278465c500251e20a3,74ac0418b751666d7bd6b93166645c48,761f3f220ef490631fd0897f79bc3b30,76333269eaec5821b4f924e4cb6689fc,77233f905d9415eecf2622e9bd339faa,7824f9351d67be1b239aea10b88db338,78f9e83b4022a0fa8d07aaa43fe6eb3e,7adb3963abf22a239d03d6c126b34fa6,7ae5e8c1897d89001b1b458bf7fe685c,7c6b1ca8aef327d7a53aeaee6b3f0975,7c87b9718b16defbc743f846b0c641a5,7d72a2917b4c6fe53c7d0d07a7869118,7ddeddfd98e9bd699b8bd2ef52c3c1e7,7de18dc6af1439a0626c285cfca32c75,7f025c0841362b78c483644563557b65,80a918b6ab6d420a70db3db5c2c590fd,81bf37e81a44343ad9a06071113eb750,8216ede920f077fedf6b829490b13f79,8391016dc7cad9d7b8df99a207e0d558,83b299d1ae14c988151aa06cf7e532a0,86c88b4b324d9cbd96b52ce1604221c0,86d5d332696da642677983be2dbaa21e,88576112f6233abf000a2703d956c695,897f0edcd1b5632cc6fa92156c940930,898306f2ffb19150a96213448e6b242c,898355cae21d55f9f5d222e4bacf96d2,8a3c9c6f6160663740454d5758a92c32,8c2d6dd93fad67b65e05d3ff10758230,8ca252f47144324ed2b0a0e8573c0ab7,8cbc04819a15f4afb27c8f2cb870348b,8e75b674a0f457dd704afc906294eda3,8fead4ff62f2f884412d6c0c8d723243,9037aa3aebabd3e926745762a15256a6,907849b04c14d716e0edf4ff277ac873,9085a9505d02755fff414f869ea1f06a,949614e3f8883d9d9cd6b68b6ffbf892,962e1c3565f23df9138d78e1e5ce6366,9637c475dfc1ceb41b4bd59b09bba802,970ca41ee54d39fae8b0d0fbb6b826b4,985bd7adfa391d0256bee2532b4bf728,9862edb0635d799fa3f1e4c3240567f3,9b39afbf79e3282aa0ef08bf912cdf6a,9d34d59a3a2836002a71f34333985010,9dbee1067c6f0d195c02a4ef53fba845,9ee0673eb3b2703e9c1902039657e442,9f521a4a11e4f8cc8ba95fe420b2dabd,9ff9710d0f3fd82e661eff75227f1855,a17b5e47dbc091edcdaebd933f5e7aa2,a1ee1443ea148036da7044c7906ad7a2,a387e4dbdfc415916c3031d60c47a428,a4638868712823620bf9519829947864,a48fe0783a3e2648b68999a47f097ab1,a5f7984d22ae73c94464f0eec8b4bc36,a6055397eba12964b68cf117c85f588d,a6e0dc69310689495f91bcecd9b41cb3,a6f73a72c478ff292a148cec4be202fe,a82dc44a674bff7982eafdf64dc5940a,a8c0db86a51417113db0e3d14b57e745,a9d98e802d3bdc944f969e7e209d7a8b,aa40c539d7021227e34ee6c0a5a2ebc2,aa417251da2bd892ee8c7a630aae0b93,ab2b334ccea0a117cbf9dcb7f9efcfc4,ab31e4ac0f09da046255bd1e7c1bb374,aba06eda4b7194db41886f961fc6f1f7,abdc535919703dfadbb6a1a7fc1e1e89,ac26dee1c0fa4c0a5dd7442af6b24fa7,ac3c3a5016db0fe3a4a8fb4b35b0ef53,ad60864226184113e4c7ebfd147fbd01,ad9dae150983d2b689c7c7b89afdb02f,adab5df6df55b8bfbefee8bf3a7c0ec0,ade65c4f8fd7491078bed038593681c4,b15d6fc2819d45000b5c108c26920426,b19228400aa003c394b5edb322b6d7fc,b411d98091d4c38f181d8e588479fccc,b4789b735d1a1135de60837e94df39ca,b6270f3908bbf873b1ac4ad2d789acf5,b63a91aee8591d5834514aac34b39f95,b673bea02966b2225fa985f9b85f8972,b6c6226476ae7d667be91431acca466b,b70d074d0825707337a085f6da5aea30,b873cc87225c8d7c2f678b348b367d7e,ba05ff1905893d40f6c302944e3d91de,baab66db9ed4c45b8f55d6bbada070a1,bafdd9b34a3034c01adb7c5a7c13cf3e,bb39785871495a3912c67829f8e001a3,bb477db94dddb58c53799e3b5a9d2261,bc8eddc38a5778a32c210528ea75f829,bcf77a589f106fb86c8e25113b3f9f00,bd2e858229e5b91ab7f1caaef5300973,be6fcca2c88696b96143736648cd1f89,bed436ca0b19da753ef8eb0c38dfa958,bfbed48b343307fb3860815cfd1e70c5,c0066d0d2d43b88c2c947447d99e76e8,c11ded18daa3e0b91c46ee9463a629f4,c1f14d9c389f6a3b36ad794fa9c47413,c232f61c38fc28f3889fb0a399e2b520,c2ed307d46edd06400fb01667ac2f6ba,c77398cc4b937d56b929f38c4972e503,c9c8e6e51d151702235e740164c69eaf,cbd097078d2a41ba40ef3ad186f8f194,ce0dbcfb9ab1ba8061f7d9aca546c89a,ce539311c258b9f561f0b0a4efc71b15,cfc228bb5bba093ef27e1aba4cb37517,d0af30d45c1074f439fab77e94814547,d2d967f649bf9bee1e8d504b708df924,d2ede236aaa88a1453e23320763ea437,d3eb04abea1bfbe76a5ab1852df2250a,d4b20c6da5daac9cbcbb8ffba1d39e39,d67b0f8ccb6f94173fbc3a748fa30325,d8f8cc057e572ff22a57ec3b1927cd1e,dc088e82d40d5080c1c7609eda93fa9a,dc4a21e1a464f870ee0e78a302acc074,deafe1f4c4d85697223b03baf301882c,dee919bf1afd25b3cd5eb4da1b8f95cc,df5f8c24ef72bb92dd5ffc3b77dce607,e026193b62e7ecf17f017a36caee161d,e0532e99db2245c5622b39722ced2435,e11bfe39970c521a3c356627ab7fdda4,e19a6553ad44659882f303042e3e72be,e2163f6f860ca477da7a1103e7e46f29,e37f0af370b33a9bbdde7517afa79f78,e527af4dbbba248ed22dba4375309e70,e570a46b9d8057e8749def1c6126e0b4,e77d2e9aae0a5c1a09f7ba240ba972d6,e77dac357ab6a0b2a693bd490bdf87a6,e7d7aa5270accd1b0f4b032e5fad96f1,e86275445de05b951ee9183b00003b36,e9ac20f0eb05ae386a8fdbcdd483d293,ea712bc85f62da41125923395140abc7,eba6269af2fb8a7f6cadbd87b2fb63aa,ec16ae4fbbd298f7a109978474adb944,ecd53fb1af03c2db9e27c50b7605f581,ef9618812d3155bf88182390391b2451,f0c940e9b4ededa0002504ebebfc538b,f1b070a41d9e9a77284dfa2734e91049,f298648a2c353e7d152561b5d9737403,f2b6a591e63450aa1f7206347aa996b2,f3db2bed546417749ac8ff0948291e01,f4e225b3ebdae8ccc819c1c56a9e966d,f75da550ff5b32592b03d115ba1704e4,f827c8db603c59a215cba48a5521af26,f870a096aefd11c9061ac142d47e613a,f9ff24ac1175e7d8ceb953a9c54ba8ea,fa3fa49da2a1275252280e4c71483a0a,fde6b30743357e9179fd16766aa47c9e
CL_Post-E19.br_rep1,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
CL_Post-E19.br_rep2,4,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
