ID,Classe,0045ba9867dabb4d4f0d5d8911480147,023eb0fe1d34795ef5626b5374d5c7a0,05754abc58ca10452ebfc48a7bf15ac8,061c3a9de3ff152220d022a6f744827a,06c8698bb54ec13842ff1e65f8e9dd7b,08208079dff8dbbee4a10904c390cab6,08894f466c1bed6d7649bb8e50e1e819,08fd9610cfe9eb87597b5d293ae8a8b8,0c5172a10432f974bef14d3d9d60f1c8,0cb63846abeaecda292ac424938ec950,0da34a5f4980a865ec01739544875f2f,0eaed54edc47ac7c59f12757dcc14993,10276ad920c1b487ea925964a0fe7f07,116d2c0a000e4afc7a015a68e16eb4d8,1338454282a28defc88b9f32431bebea,14f6b085a55546ec0b3c77d6f51f8a3d,156c87bc0776aa97c9634b043a25db1e,15934dbacef75abf34b261a4f799d93d,16d7b34a8c6b9c70772a3aa7da394141,17a148eaf672bc963e2ece7023f485f5,1aabb3febae56b4e802a9fb39e34db03,1beaf5460d263aa0e4b2e34bbc38a074,1c79964963f9fe4cf315957e1f552138,1c896a379ca3a788ccce99ad06b50135,1caac3d14cd4aad4082c256f82db486e,1d275f5b779fa038969bfd0c4ba1f6f5,1dbcedfd330fd339dbef9dca56f6a8e9,20c14eb217697520dc78c10adddd668d,217c09415d904afc8d0b44f604034f29,22d0df8271bea772035a91f80b0d512b,26e62ba0e686dc9b90f6433bf6e99b0d,2720969ffddaed7a198c83f7342a96fc,27d1fe58131998d0b925baa380bb13da,28cb60cd7193706ea8d734aed916031a,2a69910fb55b773cdee23432793f1ee0,2ad04f26ecff1e668f860ab702c823a5,2b7428c6d655a2c6f8b814ccd9284797,2ca8c0b28de6970fa93c16247421dc23,2d45b6652eb789e80ec06a7bc500dda4,2d89cca6b1d4d4a6a573ea455c742821,2f8af4b007d11a0ac505cfcceb8a747a,2fa67daed9f95f87a25b9b7b29f0c5ea,2fcc158cb2eff6129e25f37c9c0bb8b4,3021c68737b37f6e43646b1fe7fa3ca0,30e329fc7f74431edba5eb24d3b88970,322593f0eb44ff4a150c334c30bf98b4,324f85f229a3f8a8389978a476de9aa4,32e26ebed9332f4620d47a90e3d5e505,34512ff54cf4638155bb235245ecadd1,354f515208564f0f4fb4de43bb03d16f,363b2b31671daad965c4ee0af6231bad,36e9f6a4b214b8d1b237262405d4088a,375f761bb669535c25d97d4f74a3a6e1,3763650176b5a187214cbba36723d2d8,377a8e31decc0c6e5b95329184ebff7a,38f49b78bf049350bd98dfb838788c3e,391f02962b4386a4d9422c488ab610ab,393619624ae8b0b62995cd3f23db30b3,39599b943c83ce706e206a9cddd69865,39682ac74f10cdbbef14ce3f65b59054,3a190ab66141323e30bdf70c7dfaae17,3a209b361ceb2bb85a392a57f0fea35c,3b18f12ba8f2aa9625e3c7875c2ac1a1,3b1bc2a7e766ceed5eea6ede7c103fd6,3b701e6f263877cd046138daced62467,3b9a1c4e9c9b6427d61d4577836e30e0,3be6b30ecbd0b689143dea639aae2964,3f111c299792654fc9fb105ef3d02b61,3f84223af44c24bfe24515b060d33e95,3f9b23edcbbcb585a0112d5a716e03ca,40495ccbd260984f09d542b5cf738321,40b0c6e30d6d5f89724601a893c2ecfc,41e4a5ead84982f00142c774eed2647b,4241b4d131460440f8a4b2f0b7da0874,43e67efe5bfbd8b5c40fb8c64b683059,44b0c1092119a2ec8cc7dc4a5b8780d8,44b18556b4be450564a67e738715c0e6,45a04f61e82f3a130b53808509a6b352,45fcc348b8f90575f19a371facfee4cf,4693d2ce964dfe2effd506202ae5d0df,46e2e4ffe51427011d1bec194a9516fa,472ee104bdeed475c493da06016d76e5,485a0a5bb1e43b5dfb86636a255cecc0,48797d632c6748e3a5b6bd342ff619a4,4a576daaf23f8066b42fcea7401d1eff,4a62fc59ff474c8ec1dc02bdb856e008,4b4a9e7f88375f39cd1f94ebc17e1923,4c567651f35f5d5d8d624963ba98bce8,4d9e1f61d6859263cf023b161f0581b0,4f89cff8a6b15cfdb0b562d7d2149c82,5090bad9421820eb8d5f1afbc8580f4b,50a5bd233fa2a71bb49656366a8723bc,534cef7e07556fe514d41ccc06d96554,53e3f061b8347d362cc1a5f04a9cc14c,55733d30fe55b4274793b65d5aa54952,56bc60864306af9ac2e6a8cb780b848c,57b51409b6fae7a8bfb71e7205bbc620,58a7463eb7750716edc9a8b2816816d5,5ba1bb8b028c82ef025084b591a32786,5bdcbd38ad18dc20220070d561c60f8f,5bdff0c8efe5980f05f8872f4f4a91b1,5d95f6808b54d039f6a50844fc5be906,62450b077db6f6765af1757a3d38e79c,626498ff1b5ac6563dc6b73ae5385328,672216de4be79a850fec6a25f59583c9,675a1e9ee0bd9112f7c6c243cf1a24b8,68510e108043117ce197aefd8f2921f2,68a8c241340d81fde622f22a1bb94335,6a4b625d33690562aaa900863b4028cc,6c72b6b9b6104a0a11e35c31ba45de7d,6ec4c1255e588ff99f09758797aaca44,6f105a965421b665b916ff7b9e2b4f8e,70695df3b3406d8b875d1e432abe4658,70f85ec78eab5d3591940263622543c4,71081eb003aaf6f70f545671cec18561,7265b519a0a881f24470e052c09d4e1f,738762ecbb2fd7278465c500251e20a3,761f3f220ef490631fd0897f79bc3b30,7632f8a12c629ead6d46b454274ee2bf,7845e9dfe68420104808a5b21ab038a3,795eafe89595f586b37046f2a99778ef,797e86149bc8fa10a87ab34f98b6ad53,7adb3963abf22a239d03d6c126b34fa6,7ae5e8c1897d89001b1b458bf7fe685c,7afc6081c7ef9fdb0cdac9175aac26bb,7c87b9718b16defbc743f846b0c641a5,7d34cea6b5382291258a8f1fd1ff66b6,7d72a2917b4c6fe53c7d0d07a7869118,7e2990930a49f6d81871e7d0df5a5ade,80a918b6ab6d420a70db3db5c2c590fd,80e65831f843802130c331675ccbd85c,80f8bd0ce81ed2adf25b7c3467ad7966,8391016dc7cad9d7b8df99a207e0d558,844a0b5bffa85adce2b0aba71cfec48d,8599ee696498ef4336ae8e2ec2d5e0a2,8826f00dafae9f4a25eec5a2b082bc39,897f0edcd1b5632cc6fa92156c940930,8bc1d8ac722f114473bdf3a34458ca96,8cbc04819a15f4afb27c8f2cb870348b,8f9177cb86c4c54e83c72d84cdaac58b,8fead4ff62f2f884412d6c0c8d723243,9085a9505d02755fff414f869ea1f06a,908c74e7b8f4b8a2048747aed652e9fe,91ebe84bbbc31c319e813e4074fad276,936aff307cf8b2720e513406f4a33aaa,9ad3f1bb0a3a4eb25cc33c23bf2ab83a,9cb5abb87be105aca57b64f73109c30f,9d30c2d46a7af32aa489076a15e872ce,9f521a4a11e4f8cc8ba95fe420b2dabd,a17350b45c1dddff89ea9b9fb80397c0,a1797621179310289e712453a306dcb6,a1ee1443ea148036da7044c7906ad7a2,a2890ce584fc4a1365cf7a27a41939f8,a50eef428eda56bdb6cf19fecfc54944,a8c0db86a51417113db0e3d14b57e745,a9d98e802d3bdc944f969e7e209d7a8b,aa40c539d7021227e34ee6c0a5a2ebc2,ab31e4ac0f09da046255bd1e7c1bb374,ac26dee1c0fa4c0a5dd7442af6b24fa7,ad60864226184113e4c7ebfd147fbd01,ad766efbee71d23c0804f8c50928232d,ad9dae150983d2b689c7c7b89afdb02f,ade65c4f8fd7491078bed038593681c4,b02fbe969950ca4020716fcdba11ab78,b103e8c13046ba2ba62fa823aa4cc3b4,b15d6fc2819d45000b5c108c26920426,b19228400aa003c394b5edb322b6d7fc,b2e2789415bd96180567e9119001c135,b36109bce3ac828d9b5845c42461a9fa,b3b0a4c36ec44131aa3079b0e6fcc05a,b4789b735d1a1135de60837e94df39ca,b63a91aee8591d5834514aac34b39f95,b673bea02966b2225fa985f9b85f8972,b6c6226476ae7d667be91431acca466b,b776abbce43a47b40f1909d21a931a61,b873cc87225c8d7c2f678b348b367d7e,ba05ff1905893d40f6c302944e3d91de,ba8d2196d22cc6dc85c0e72499c7d420,baab66db9ed4c45b8f55d6bbada070a1,bafdd9b34a3034c01adb7c5a7c13cf3e,bc8eddc38a5778a32c210528ea75f829,bcf77a589f106fb86c8e25113b3f9f00,bd2e858229e5b91ab7f1caaef5300973,bd6434a4a07f8a79e1e63152ce02273a,be6fcca2c88696b96143736648cd1f89,bed436ca0b19da753ef8eb0c38dfa958,c11ded18daa3e0b91c46ee9463a629f4,c1d5ddf7d7c68428935215722ea59e01,c1e637f493a9f20d9fc98287791bb445,c218881090393164204935904b0e8320,c40dc8742959f8ac9a704a565b4378f1,c785e28dc893c7cc20f0ed4b09c64568,c9b608d0f0372629fc9799fa891a0f74,cbd097078d2a41ba40ef3ad186f8f194,ce0dbcfb9ab1ba8061f7d9aca546c89a,cf73e64f03cdf5df011fd0c4a5088222,cfd62fa856ffcad458b39ee4eab7f110,d159ec7a945780de7b322968fa43d622,d2d967f649bf9bee1e8d504b708df924,d2e6fa27e412c0dbadbb38b1f747c30b,d303ad318e6d7c0f334597f03958cbaf,d4b20c6da5daac9cbcbb8ffba1d39e39,d67b0f8ccb6f94173fbc3a748fa30325,dc088e82d40d5080c1c7609eda93fa9a,ddfc65e7d76ebc24bec3e8bd66e017cc,dedc3b239f2e3841d69ec69742a91d42,dee919bf1afd25b3cd5eb4da1b8f95cc,df4c6d29c4adf4628425551e4ddcf923,df5f8c24ef72bb92dd5ffc3b77dce607,e19a6553ad44659882f303042e3e72be,e527af4dbbba248ed22dba4375309e70,e5f8c602955a13b0f212f4e6790026ba,e7bd2b0dc86f91748675e65ac2f17865,e7d7aa5270accd1b0f4b032e5fad96f1,e81da639f951b4b528079f81fe2d31a2,e9ac20f0eb05ae386a8fdbcdd483d293,ea320370c2115819a7901e0d8d194907,ea712bc85f62da41125923395140abc7,eac8e7a43968994f58927a254d3f00f3,eb7cce8554ca359663bf99b74e2457aa,ec038ee61d5a488fbcd01c2106015252,ecbfddb6f8aab9187cc56bcd9475cf2e,ed233bbc79d1680e83643ee7d053c22b,f0c940e9b4ededa0002504ebebfc538b,f1720041918dcafeccde5f27add06d2e,f298648a2c353e7d152561b5d9737403,f4e225b3ebdae8ccc819c1c56a9e966d,f6ae0287dcf42cc6b0d35f6ec3c6f7e2,f7da5e9bfc0a92e439d01f2c7c6acfe8,f827c8db603c59a215cba48a5521af26,f85594d40f2c7a5675cf62a4f51bf4e6,f870a096aefd11c9061ac142d47e613a,fe424274894dbd9c688eb237064bc2b4
CL_Post-E18.gh_rep1,4,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
CL_Post-E18.gh_rep2,4,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0
